;global_id;postcode;Gemeentenaam;Buurtnaam;Afstand_tot_huisartsenpraktijk_km
33972;4232364;1961NS;Heemskerk                               ;Centrum;3
33973;4192644;1097EW;Amsterdam                               ;Tuindorp Frankendael;3
33975;4232643;3328DG;Dordrecht                               ;Vredenburg en omgeving;4
33977;4232658;5341GX;Oss                                     ;Centrum Zuid;4
33978;4192916;2324XV;Leiden                                  ;Fortuinwijk Noord;4
33980;4260227;9671BH;Oldambt                                 ;Winschoten Centrum;4
33983;4232921;3962AR;Wijk bij Duurstede                      ;De Heul;4
33987;4244061;7314AC;Apeldoorn                               ;Spainkbos;4
33989;4233493;4623AZ;Bergen op Zoom                          ;Gageldonk Oost;4
34010;4260704;1051GZ;Amsterdam                               ;Westerstaatsman;3
34040;4245240;2406XZ;Alphen aan den Rijn                     ;Van Boetzelaerstraat;4
34041;4483180;3921CM;Rhenen                                  ;Het Bosje;2
34042;4245590;1056HM;Amsterdam                               ;Trompbuurt;3
34043;4493923;7462EH;Rijssen Holten                          ;Kern rand Zuid;4
34054;4194936;7741EC;Coevorden                               ;Coevorden Centrum;3
34074;4196000;3845DM;Harderwijk                              ;Drielanden Centrum;4
34081;4236484;1403TT;Gooise Meren                            ;Midden Eng Oost;3
34086;4248399;3131HL;Vlaardingen                             ;Centrum;3
34087;4236880;2692CB;Westland                                ;Zandevelt;4
34091;4248906;1071HM;Amsterdam                               ;Cornelis Schuytbuurt;3
34099;4197547;1966TD;Heemskerk                               ;Oosterwijk;3
34100;4197349;3523KE;Utrecht                                 ;Nieuw Hoograven Noord;2
34103;4197496;7003AH;Doetinchem                              ;Schöneveld Noord;3
34106;4249601;5237PT;s Hertogenbosch                        ;Maasvallei;4
34109;4197926;9725GE;Groningen                               ;Rivierenbuurt;3
34112;4249838;2564JG;s Gravenhage                           ;Vruchtenbuurt;4
34116;4238523;5921JR;Venlo                                   ;Blerick Centrum;4
34119;4249881;2191XH;Noordwijkerhout                         ;Grote Zilk;4
34123;4250292;9715AN;Groningen                               ;Indische buurt;4
34127;4238687;7491ZC;Hof van Twente                          ;Hooijerinkses;4
34128;4199383;6718HP;Ede                                     ;De Bossen;4
34131;4201487;1019DP;Amsterdam                               ;Entrepot Noordwest;3
34137;4239231;3901DJ;Veenendaal                              ;Koopcentrum;3
34140;4199816;3962CE;Wijk bij Duurstede                      ;Frankenhof;3
34145;4251688;4453CE;Borsele                                 ;s Heerenhoek (Kern);4
34146;4317511;3131VZ;Vlaardingen                             ;Centrum;3
34147;4239381;6686ME;Lingewaard                              ;Doornenburg;4
34148;4251661;2851EH;Krimpenerwaard                          ;Haastrecht Dorpskern;4
34151;4200642;8243EB;Lelystad                                ;Jol;4
34152;4252256;5038DL;Tilburg                                 ;Binnenstad Oost;4
34155;4252748;9712BT;Groningen                               ;Binnenstad Noord;4
34156;4252868;4207AN;Gorinchem                               ;Wijdschild;4
34165;4248501;9712LP;Groningen                               ;Hortusbuurt Ebbingekwartier;3
34166;4253684;2651DS;Lansingerland                           ;Oranjebuurt;4
34174;4240291;2251JB;Voorschoten                             ;Vlietwijk;4
34177;4240226;1073VE;Amsterdam                               ;Sarphatiparkbuurt;4
34187;4203410;1363CB;Almere                                  ;Europakwartier;4
34196;4255962;2641GA;Pijnacker Nootdorp                      ;Pijnacker Centrum/Dorp;4
34202;4256110;2026RN;Haarlem                                 ;Roemer Visscherbuurt;3
34203;4204635;3972WE;Utrechtse Heuvelrug                     ;Wildbaan Dennenburg;4
34208;4256694;3945HA;Wijk bij Duurstede                      ;Cothen;4
34209;4256696;3945HA;Wijk bij Duurstede                      ;Cothen;4
34213;4241587;2512CV;s Gravenhage                           ;Zuidwal;4
34214;4241614;1015DT;Amsterdam                               ;Leliegracht e.o.;2
34216;4257300;5922AE;Venlo                                   ;Smeliënkamp;3
34222;4205576;4611JV;Bergen op Zoom                          ;Centrum;3
34228;4258168;7207GH;Zutphen                                 ;De Enk;4
34229;4206030;1621BP;Hoorn                                   ;Binnenstad   Buurt 10 01;3
34230;4206090;1078TL;Amsterdam                               ;IJselbuurt Oost;3
34231;4206105;1016HM;Amsterdam                               ;Felix Meritisbuurt;2
34233;4206114;4906JA;Oosterhout                              ;Vrachelen Noord;4
34234;4205843;8801EC;Waadhoeke                               ;Franeker   Professorenbuurt;3
34238;4242187;6221XG;Maastricht                              ;Sint Maartenspoort;3
34240;4258960;8012WK;Zwolle                                  ;Oud Assendorp;3
34242;4242149;1561XG;Zaanstad                                ;Zuiderhoofdbuurt;4
34249;4259160;3582KK;Utrecht                                 ;Abstede  Tolsteegsingel e.o.;4
34252;4259713;3531JB;Utrecht                                 ;Laan van Nieuw Guinea  Spinozaweg e.o.;4
34254;4242598;1068KN;Amsterdam                               ;Osdorp Zuidoost;4
34257;4259754;5151EJ;Heusden                                 ;Centrum Drunen;3
34261;4259764;2132DP;Haarlemmermeer                          ;Hoofddorp Zuid;4
34264;4208191;2286XZ;Rijswijk                                ;Sion;4
34271;4243533;9172PP;Ferwerderadiel                          ;Ferwerd;4
34272;4243548;1073JX;Amsterdam                               ;Burgemeester Tellegenbuurt Oost;4
34276;4243432;2512SW;s Gravenhage                           ;Schildersbuurt West;3
34277;4209038;6071KJ;Roermond                                ;Swalmen Centrum;4
34278;4261638;6718HZ;Ede                                     ;De Bossen;4
34283;4243813;2026TC;Haarlem                                 ;Roemer Visscherbuurt;3
34291;4262650;1071TX;Amsterdam                               ;Duivelseiland;1
34295;4244263;7556DB;Hengelo                                 ;Tichelwerk;4
34304;4210734;2161ZT;Lisse                                   ;Centrum;3
34313;4264325;2295NE;Westland                                ;Kwintsheul Centrumgebied;4
34319;4245033;3082PM;Rotterdam                               ;Oud Charlois;4
34325;4210992;3267BD;Korendijk                               ;Goudswaard;4
34326;4264755;2801LG;Gouda                                   ;Turfmarkt e.o.;4
34328;4211776;1051CW;Amsterdam                               ;Fannius Scholtenbuurt;2
34329;4211533;3025RS;Rotterdam                               ;Bospolder;4
34335;4211601;2586XT;s Gravenhage                           ;Rijslag;3
34347;4059403;1068CA;Amsterdam                               ;Wildeman;2
34350;4267492;3026GA;Rotterdam                               ;Tussendijken;3
34352;4212652;2281VA;Rijswijk                                ;Leeuwendaal;4
34354;4267468;1053NN;Amsterdam                               ;Lootsbuurt;2
34355;4267525;1061BV;Amsterdam                               ;Kolenkitbuurt Zuid;3
34363;4212984;1078CV;Amsterdam                               ;IJselbuurt West;4
34369;4268533;3034CH;Rotterdam                               ;Oud Crooswijk;4
34380;4213198;1013BZ;Amsterdam                               ;Spaarndammerbuurt Noordoost;3
34385;4246626;2406AT;Alphen aan den Rijn                     ;Van Boetzelaerstraat;4
34386;4213671;3844HS;Harderwijk                              ;Weidewaard;4
34389;4213917;3076SE;Rotterdam                               ;Lombardijen;4
34393;4214086;4835PE;Breda                                   ;Ginneken;4
34404;4214669;3523EB;Utrecht                                 ;Tolsteeg en Rotsoord;4
34411;4069201;2563AX;s Gravenhage                           ;Bloemenbuurt Oost;3
34417;4069535;2611SR;Delft                                   ;Centrum Zuidoost;4
34423;4247678;1181JM;Amstelveen                              ;Vredeveldbuurt;4
34424;4271300;4735AG;Rucphen                                 ;Zegge;3
34425;4271423;1073BX;Amsterdam                               ;Sarphatiparkbuurt;4
34432;4272090;1315LJ;Almere                                  ;Centrum Almere Stad;4
34445;4216047;3755AK;Eemnes                                  ;Eemnes Dorp;2
34464;4216842;1016PJ;Amsterdam                               ;Elandsgrachtbuurt;4
34468;4274077;2403AB;Alphen aan den Rijn                     ;Edelstenenbuurt;4
34472;4274097;1816CN;Alkmaar                                 ;Bergerwegkwartier;3
34477;4075605;3945ES;Wijk bij Duurstede                      ;Cothen;4
34479;4217158;9891BD;Winsum                                  ;Ezinge;3
34481;4075563;2624TE;Delft                                   ;Roland Holstbuurt;3
34482;4076648;2517JB;s Gravenhage                           ;Statenkwartier;4
34489;4078141;3028TV;Rotterdam                               ;Oud Mathenesse;4
34496;4079395;2132HW;Haarlemmermeer                          ;Hoofddorp Zuid;4
34499;4249623;1816CN;Alkmaar                                 ;Bergerwegkwartier;3
34510;4250284;4614AC;Bergen op Zoom                          ;Meilust Zuid;4
34513;4081427;5212NB;s Hertogenbosch                        ;De Muntel;3
34515;4250339;3317VG;Dordrecht                               ;Van Ewijckstraat en omgeving;3
34517;4274884;5348KB;Oss                                     ;Centrum Zuid;4
34565;4275051;2555WX;s Gravenhage                           ;Componistenbuurt;3
34574;4250899;2585EM;s Gravenhage                           ;Archipelbuurt;3
34584;4218394;2902TG;Capelle aan den IJssel                  ;Dichtersbuurt;3
34593;4251369;2517HN;s Gravenhage                           ;Stadhoudersplantsoen;4
34594;4275845;2593VG;s Gravenhage                           ;Bezuidenhout Oost;4
34595;4218657;7721AB;Dalfsen                                 ;Dalfsen Centrum;3
34596;4084297;6602GX;Wijchen                                 ;Centrum;3
34603;4276347;9991AM;Loppersum                               ;Middelstum;4
34608;4219668;6222XG;Maastricht                              ;Nazareth;4
34612;4087278;2011JX;Haarlem                                 ;Bakenes;4
34617;4252287;5658LL;Eindhoven                               ;Meerrijk;2
34625;4220446;3205AW;Nissewaard                              ;Egel  en Salamanderveen;3
34636;4089176;3341XX;Hendrik Ido Ambacht                     ;Oostendam;4
34637;4089816;1077VG;Amsterdam                               ;Minervabuurt Zuid;2
34638;4277764;1403GH;Gooise Meren                            ;Ooster Eng Zuid;4
34648;4253847;3028ED;Rotterdam                               ;Oud Mathenesse;4
34652;4221500;2121GS;Bloemendaal                             ;Oude Kern Bennebroek;4
34660;4278063;2225HD;Katwijk                                 ;Zuid West;4
34663;4254215;2564EV;s Gravenhage                           ;Vruchtenbuurt;4
34695;4255180;7423BR;Deventer                                ;Het Oostrik;4
34707;4255602;5344GH;Oss                                     ;Staatsliedenbuurt;4
34727;4224790;3328AV;Dordrecht                               ;Vredenburg en omgeving;4
34738;4256693;3945HA;Wijk bij Duurstede                      ;Cothen;4
34739;4256695;3945HA;Wijk bij Duurstede                      ;Cothen;4
34740;4256697;3945HA;Wijk bij Duurstede                      ;Cothen;4
34748;4226583;1015TB;Amsterdam                               ;Bloemgrachtbuurt;2
34749;4226519;2015JP;Haarlem                                 ;Ramplaankwartier;3
34751;4226702;8014PD;Zwolle                                  ;Ittersumerlanden;4
34761;4303151;3815LG;Amersfoort                              ;Albatrosstraat;4
34775;4303287;5237JV;s Hertogenbosch                        ;Maasvallei;4
34777;4227268;7545DT;Enschede                                ;Stadsveld Zuid;3
34783;4101448;3514HL;Utrecht                                 ;Tuinwijk Oost;3
34788;4227484;5014LT;Tilburg                                 ;Sint Pieterspark;4
34797;4227476;4623AT;Bergen op Zoom                          ;Gageldonk Oost;4
34802;4227766;2566MS;s Gravenhage                           ;Bloemenbuurt Oost;3
34811;4103220;3311BB;Dordrecht                               ;Grote Markt en omgeving;3
34824;4228538;5211NW;s Hertogenbosch                        ;Binnenstad Noord;4
34837;4259459;3554HW;Utrecht                                 ;Schaakbuurt en omgeving;4
34846;4259589;9078VT;Waadhoeke                               ;Oudebildtzijl;3
34851;4229134;5236AN;s Hertogenbosch                        ;Kom Empel;3
34852;4303921;1401EE;Gooise Meren                            ;Hooftlaan;3
